,comment,label
2794,mapcheckpolygons tries fix longitude cutpoint problem otherwise leads lines crossing graph horizontally x value sometimes alternate one end domain z matrix z,DEFECT
2796,findinterval requires 2nd arg order fixme need reorder findinterval next bad lengthens col bad order breaks bad breaks breaks bad col col,ALGORITHM
2797,fixme works zone positive ok,CODE
2798,sigma tau needed calculating k gamma sigma alpha1 cos xiprime cosh etaprime alpha2 cos xiprime cosh etaprime alpha3 cos xiprime cosh etaprime tau alpha1 sin xiprime sinh etaprime alpha2 sin xiprime sinh etaprime alpha3 sin xiprime sinh etaprime,ALGORITHM
2799,use proj4 set still exists fixme,CODE
2800,fixme add,CODE
2801,note formatcsv part url changed formattxt get metadata file but dealing bit coding download stage readmet stage i nt think worthwhile the better scheme may users move xml format instead sticking csv format,ARCHITECTURE
2802,fixme handle daily data column names differ,REQUIREMENTS
2803,crude method reorder field first index whether 2d 3d 4d although i m sure 4d items occur world ocean atlas,CODE
2804,fixme maybe employ code get data oce objects data slotnames x oce objects x x data try x dataframe x silenttrue class tryerror stop coerce data dataframe,DESIGN
2805,fixme probably gives wrong length,DEFECT
2806,fixme use figure geometry avoid axis cutoff,CODE
2807,fixme element element extend follows allow string numbers length grep ww which2 w asnumeric ww,CODE
2808,fixme probably,DESIGN
2809,fixme nbeam dim x data v,CODE
2810,fixme newer adp code probably better adv code,CODE
2812,fixme,DEFECT
2813,fixme,DEFECT
2814,fixme,DEFECT
2816,fixme handle individual cases,DESIGN
2817,fixme,CODE
2818,fixme heading tsslow fixme heading tsslow,ARCHITECTURE
2819,fixme make work sections ctd etc,CODE
2820,fixme decide whether slow variables altered,ARCHITECTURE
2821,test suite files big looks fine manually following test file f dcg1sst readg1sst f,TEST
2822,fixme fails quieten arrows,DEFECT
2823,commentout next line issue since trimts fails times na ends trimts x xlim,CODE
2824,fixme obey mar,CODE
2825,case,CODE
2826,fixme formal argument,CODE
2827,fixme nt w why also,DESIGN
2828,fixme i think violates 1a rule creating new data fixme i retaining since s years old fixme adp adv handled differently anyway is fixme fastslow variable issue,ARCHITECTURE
2829,fixme i think violates 1a rule creating new data fixme i retaining since s years old fixme adp adv handled differently anyway is fixme fastslow variable issue,ARCHITECTURE
2830,fixme s4,DESIGN
2831,fixme possibly aquadopp tsslow,ARCHITECTURE
2832,fixme check worked,CODE
2833,fixme may things,CODE
2834,fixme hardwiring repeated elsewhere,CODE
2836,fixme obsolete removed fall,CODE
2837,old deparse unhelpful file variable calling code old processinglog paste deparse matchcall sep collapse,USABILITY
2838,fixme pcadcp different,CODE
2840,fixme document data type moored tide gauge returns data frame,DOCUMENTATION
2842,fixme obsolete removed fall,CODE
2843,try get global attributes inelegantly permit first letter lowercase uppercase,CODE
2844,fixme i twiddling numbers get labels xaxs r fixes fixme i need anymore,ALGORITHM
2845,bookmark 1b special trick get fractional seconds cf bookmark 1a,CODE
2846,the foolproof depending xlim might supplied,ARCHITECTURE
2847,fixme zsub oceaxisposixct,CODE
2848,we need oneday offset time feb excel thinks leap year we check day count see https githubcomdankelleyoceissues1591 discussion note return na day excel produces feb fact nonexistent day i think ought inform oce users fact na excel thinks leap year,DEFECT
2849,jul july jul july 2013jul01 2013july01 01jul2013 01july2013 2013jul01 2013july01 fixme permit time vector,REQUIREMENTS
2853,fixme,CODE
2855,fixme types,CODE
2856,fixme right,CODE
2857,fixme accept imlstyle flags eg qpsal salinity,REQUIREMENTS
2858,fixme delete later recoding get individualized na codes the mess hides warnings nonnumeric missingvalue codes,CODE
2859,changes update ctdr odfctdlink,DESIGN
2860,fixme the next block tries infer single numeric na value fixme possible otherwise returns first value perhaps fixme keeping values using individual columns fixme nonnumeric values seem restricted times times seem never fixme equal nullvalue b files i ve seen single fixme numerical nullvalue c elements fixme header columns,DEFECT
2861,message str x data str x data time print x data time print x data time print islanguage substitute subset str substitute subset prior next line r eval substitute subset x data parentframe but failed calling subset within functions see github fixme fill issue link issue submitted http r789695n4nabblecomgettingenvironmentfromquottopquotpromisetd4685138html question regarding environments i used parentframe subset definitions tests suggesting parentframe work generally within flat code b within function passed items go subset,TEST
2862,fixme in could clever singlepanel plots may better get users habit supplying xlim etc yield errors plotlm example,ARCHITECTURE
2863,some rsk files deployments nt use anyway deployments rsqlite dbreadtable con deployments,ALGORITHM
2864,get time stamp note trick making floatingpoint avoid problem r lacks bit integers,DEFECT
2865,when numeric equal query table sort times limits meaningful this code required slower dates character,ARCHITECTURE
2866,need check datasetid column rskversion if extract data matrix,CODE
2867,fixme longnames utf8 characters andor spaces should coerce ascii spaces least recognize fields rename eg dissolved o2 oxygen remove spaces,CODE
2868,fixme developer sets temporary undocumented debugging,DOCUMENTATION
2869,this code bit tricky modify existing pressure inplace,CODE
2870,this code bit tricky modify existing pressure inplace,CODE
2871,fixme work rbr rsks nt contain cond12,DEFECT
2872,fixme need read lot lots events is better way,CODE
2873,fixme is right,CODE
2874,fixme may int time,CODE
2875,read whole file s tricky bisect times text data,ALGORITHM
2876,fixme may int time,CODE
2877,fixme i want,CODE
2878,fixme able set,USABILITY
2880,fixme check see starttime exists first,CODE
2881,trim stations zero good data fixme brittle addition new metadata,REQUIREMENTS
2882,fixme sqrt helps test case sure make sense though dk,TEST
2883,fixme coastline code reproduced sectionr dry,ALGORITHM
2884,fixme i think missing means autopick null means none,CODE
2885,fixme contours nt get plot edges,DEFECT
2886,fixme might need check whetherhow xx used later,CODE
2888,fixme nt next line work types,DEFECT
2889,fixme testing,TEST
2890,double resolution although perhaps needed,CODE
2891,fixme might need check whetherhow xx used later,CODE
2893,sum isfinite zz browser fixme1583,DEFECT
2894,fixme value used it fails arctic data,BUILD
2895,fixme maybe scan thing might work better anyway,ARCHITECTURE
2897,bug handle variables interpolate flag,DEFECT
2899,get length fixme silly i know ensure timezone utc note sysdate gives null tzone,CODE
2900,get yday etc fixme silly i know,CODE
2901,fixme using fortranstyle int mod must check leapyear cases,CODE
2902,note accessor return temperature its90 regardless stored similarly pressure dbar salinity fixme unit use,CODE
2903,fixme specialcase object types,CODE
2904,fixme dk i sure i like following since uses standardized rho0 but s official source i think must check unesco book,CODE
2905,fixmegsw add gsw version,CODE
2906,fixme loop slow done c like swcstp,ARCHITECTURE
2907,culkin smith fixmegsw add gsw version,REQUIREMENTS
2908,fixmegsw add gsw version,REQUIREMENTS
2909,fixme still best way,CODE
2910,fixmegsw add gsw version,REQUIREMENTS
2911,fixme avoid loops,CODE
2912,fixme right equations state i doubt,ALGORITHM
2913,fixmegsw need gsw version c library dec,ALGORITHM
2914,fixmegsw need gsw version c library dec,ALGORITHM
2916,fixme approximation sound speed ms convert khz,CODE
2918,fixme offsettrend removal explicitly amplitude coef phase p pall,DEFECT
2919,fixme inference calculation done match srcttidev13betattidem468 srcforemantide12r2f422,DEFECT
2920,ftesting false fixme ftesting the regression gives us intercept call z0 ftesting indices c indices index z0 ftesting name c z0 name ftesting freq c freq ftesting,TEST
2921,fixme unit u v ttidem482 suggests degrees foreman s tide12r2f399 suggests u v cycles consistent pawlowicz s ttidem451 we convert vu1 vu2 degrees ttidem,REQUIREMENTS
2922,fixme sign foreman,CODE
2923,q timezone,CODE
2924,the following somewhat provisional hack get around tendency plot produce latitudes past poles bug use par pin seems mess resizing aqua windows dy dx,DEFECT
2925,fixme seems x mixed aspdydx,DEFECT
2926,data may extend across plot region lonrange range x longitude narmtrue latrange range x latitude narmtrue,CODE
2927,fixme dk sometimes length i m sure fixme dk figured inspection files,DEFECT
2928,fixme add units,CODE
2929,caution quite trusting,ARCHITECTURE
2930,fixme detection end header robust,ARCHITECTURE
2931,fixme assumes metric,CODE
2932,fixme next uses getburst getbursthr i understand format,TEST
2934,fixme check beam2xyzaveragematlab print beam2xyzaveragematlab,TEST
2935,why wrong is unit problem cm,DEFECT
2936,nb header i suppose refers whole instrument d3 numberofbeams slantbeam samples verticalbeam samples but interleavedburst mode i guess right number in case i sidestepped test,TEST
2937,fixme i think nbeams might wrong burst,DEFECT
2939,fixme,DEFECT
2941,chapter page fixme previously unintelligble tz et exact,TEST
2942,testing values worked fixme replace numbers found,TEST
2944,fixme commentedout data lines indicate things done,TEST
2945,developer note keep synch rallclassr manroxygeninitializeflagschemer,DOCUMENTATION
2946,i nt like na flags,TEST
2947,fixme add tests data,TEST
2949,fixme add tests data,TEST
2950,fixme add tests data,TEST
2951,fixme add tests data,TEST
2952,i dump files whenever i download new data these files go back years i think,TEST
2955,q tol0001 fail,TEST
2956,q tol1 fail,TEST
2958,q tol1 fail,TEST
2959,fixme following works manually fails rstudio build expectequal conductivityunit unit expression sm cnv ratio odf,BUILD
2960,actually work rsk file,TEST
2961,table contents rho sigma potential temperature temperature scales absolute salinity conservative temperature sound speed freezing temperature specific heat adiabatic lapse rate alpha beta swstrho sound absorption unesco viscosity unesco thermal conductivity unesco electrical conductivity depth pressure fixme incomplete spiciness,REQUIREMENTS
